Label,Text
neutral,"just notice new sidebar twitter.com , look nice"
happiness,first day at new job ! yeah !
neutral,@ mocitytwit g'mornin
sadness,wish could take pillow school . dead serious .
happiness,@ ddlovato wish be there ! but live holland ) : but ' m going see paris
surprise,@ nicurnmama think might be interested @ tweetphoto http : //tweetphoto.com . see who be view your photo !
enthusiasm,lookin forward liverpool 2mz
neutral,@ cutegurlie boring ? what ? ! ugh ! ! ! come back then !
love,@ taylorswift13 guess what listen love story time ipod . evil woman you ve take over life lol
sadness,@ iveland do not know really hurt arm . guess booze .. or just ask @ hpeikemo or @ erlandwienke if do not believe !
worry,locate & amp ; order new cooker today . feel ' ve get real bargain from http : //www.laskys.com ï¿½80 cheap than place almost use .
neutral,download movie & quot ; good day be black & amp ; # sexy & quot ; http : //tinyurl.com / ckmkul cool # movie
neutral,morning back all
love,"@ thriftygambler there be three broody one atm , china egg under they keep they happy ish"
love,@ alrady40 thank be really sweet !
neutral,@ tsarnick oh ! jonas brother 's 3d movie come out next week kangaroo land miss when be here .
love,"@ ddlovato ' m sure be amazing wish could be there : ] be an incredible , phenomenal , amazingly talented singer"
happiness,happy monday ! lot little thing do today ! try water plant out front very early jammie ! get catch by two neighbor ! !
worry,last class at : . one final tomorrow final friday !
neutral,@ chowntown think pool bit have possibility become an internet sensation !
worry,"@ skrobertson thank finish schoolwork today , no rehearsal tonight though . what ru do ?"
sadness,"be sleeepyyy . today busy . work - , library , class - : , tanning , packing , bit sleep , atlantic city airport , myrtle beach"
happiness,well not just make dinner make dinner wet hair !
fun,@ tweeterdiva 's easy ..... just turn your keyboard upside down
sadness,pretty dang tired . but chamber class napping .
happiness,saturday partytiiime
neutral,have dinner . eat bangus . 's fish .
neutral,morning ! ! how everyone
happiness,"dinner ali tonight celebrate her first day at new job , will be near trader joe 's , might just stop"
happiness,oh yes ! level
love,well note .. smile if something be thankful ..
empty,btw song will always find ur way back home by hannah montana
neutral,@ hot30 see bye see u ! love hot30
neutral,good morning tweep ... wish all great day
neutral,"@ mohandoss base future forget ignore present , who good keeper accord dhoni or parthiv"
sadness,"@ podagraph wait min , pretty much home til jump pond ? wk go . if could find cheap flt 's thought , haha ."
happiness,@ tommcfly just read online article mention .. meh . be very happy be stick guy -- just try get rid
surprise,"finish work midday , have kiddie dinner ... now no get - up & amp ; go ... ah well 's bank holiday ! # fb"
happiness,start video editing first spanking movie we do mina ... will be add next update
love,"@ chaos33176 what make happy ? daughter , family & amp ; their support , money , shopping , & amp ; restaurant"
surprise,"@ hyperopia afternoon ! u ' ve get new pic , nice spec"
relief,@ catdog03 do seem bright & amp ; more colorful ?
neutral,do know what be good tactic ? good tactic just go flow . do not care .
neutral,"@ madhat76 or maybe join denial . either way , 's good way deal monday ."
empty,@ pratikjain4 welcome
surprise,eat an apple ... once life ! ! ! thought would like know
happiness,good morning hope all great day
worry,"@ pob34 do pot , have lunch now eatin chocolate.lol"
neutral,@ kableso try well
relief,@ marteyo ahahaha okay deal now only snuff hermione out
worry,shoutout reyah fellow philly homegirl we be both make good hard situation ( push ) pray until something happen .. much love
fun,mufasa ! ! ! ! warrior or ocean ! hahahahahaha
surprise,@ rickgriffin oh ! this could well be your last post !
happiness,can not wait hand work tomorrow then I m practically finished year yay ! ! ! ! ! ! !
enthusiasm,@ kalvinclein hey ! thank follow how go ?
enthusiasm,@ lena_distractia good morning .
happiness,@ gorgeousgg yup ! ! even though its lil rainy out lol hope ya good day
neutral,@ babygirlparis ten buck say know where your go if be where think .... let know if boulder still beach .
happiness,@ rissiapriyahita @ zanidia @ clarixxxa thank udah di follow
happiness,@ powerseller thank
sadness,tired after work ... but king 's bounty add - on vampyre story evening x - men comixe completely donloade
love,@ gothicvampireq yessssss wear myself out this weekend planting garden working
happiness,@ sengme whoa steady there mate do not fall down
worry,just use untweeps unfollow tweep who not tweet recently . http : //untweeps.com . go idee @ loesje
worry,do homework then bball !
happiness,thank much follow here too will keep all up date as much as possible makeup line plus all new collection
surprise,feel much well do history research .
love,loooooove bank holiday
neutral,"be off work go , only . day until kiddo 's finish"
happiness,good morning twiggas twitch http : //bbltwt.com / sciif getcha motivation
worry,not ideal bank holiday condition .. little over cast rainy but perfect lazy day dvd
love,@ ddlovato pleaseee give shoutout love georgia ( uk )
worry,wish have smartphone an irc app . would be pretty cool .
happiness,"@ shanellelee oooooo -- no , not ! glad hear be incredible , though ! still bookmarke try sometime"
happiness,@ fakerparis little tired but gland its bank holiday here can lie
happiness,@ fatdaddysweets yay ! busy good
surprise,@ lclaurenconrad new series hill be yesterday uk be amazing ! look really pretty your birthday too .
happiness,@ dreaming_awake good midday .
love,& quot ; bride la mode & quot ; pow wow first thing this morning this past weekend 's lovely wedding fresh mind ... pic soon !
worry,@ stephanie0285 ... be half asleep when write previous message . great friend ! ! haha be ! !
sadness,@ oliyoung
empty,make twitter account
happiness,picture burn taylor swift ! great song !
happiness,"@ kariannanas hahaha , be busy , now see what reply ! yes true"
love,@ tuna one day hope retire one his float island
neutral,watch good morning america
neutral,long night ahead .
neutral,wee . do advance audit paper
neutral,@ chrisredde mornin '
worry,& quot ; friend be same soul different body . & quot ; plato
worry,"just get home , do art all day .. want be film"
happiness,: .. someone think good luck lynny she tattoo ; )
fun,wait hubby ... wake up ! ! have entirely too much fun wit tha seester last night
happiness,bank holiday london ! woohoo
worry,@ elsekramer yeah spammer be discriminate : none female be part target group apparently
sadness,try figure out this whole & quot ; twitter & quot ; thing ! thank scott & amp ; allison ... now can not concentrate work
happiness,yes ... today star war day ! may 4th be !
neutral,wache gray 's antomy
neutral,@ docdolly plurk account too ?
neutral,anyone indie head know what donie from hassle merchant ' surname ? @ unarock @ nialler9 @ karlusss help . need copy .
happiness,"@ frozen2thesword yay ! hope your day at work wonderful , sis ! we bank holiday england today everyone off work"
worry,get ready preach at church this sunday ... first time back over month .... especially mother 's day
worry,.11pm~ todays drag . bored . I m about get into romance book prob will not be til morn night twitter babe ; )
happiness,", .. oh mint lounge ... awesome night"
neutral,"@ obsidiantalon well , at least will not be late !"
worry,@ labarceloneta haha ! ' m convinced would be great at .
neutral,just think spanish name she will pretend be one night out : ariella gonzalez . like ? do not care because do
worry,@ jarmintrout love your book
love,"@ ddlovato be one very talented singer , dancer actress . love your song . look forward your next album . cheer from east !"
surprise,"@ gatorbat44 what say about aj make no sense , hahaha . what be talk about ? love picture colin !"
enthusiasm,early monday cram ... yay . only few week leave
neutral,@ goebicyu thank very much follow . re - follow also
relief,"haha mom back today from weekend away her first word , why s house dirty ? ' love life .."
worry,"work bank holiday , but do not mind 's all good fun"
fun,sit sabbeth first period . buhahaha we be cool -sabbeth lmao
relief,"sweat sweat deal ? think he be sweet ... start pronoun , then move onto spelling trentle .."
neutral,learn french @ anneschroeder19 funy school - day today do not be mad about english : * : *
neutral,@ i_wanna_be well who can argue gibbs win ? : p finally .. someone who know gibb tony !
sadness,way school not feeln this rainy day at all .... but have lot fun this weekend ....
fun,"@ lchangetheworld no , do not think its bad . its very well edited , too ."
worry,watch old skool fall out boy vid
worry,@ wossy get dachshund they be awesome at get stuck silly place should know breed they !
happiness,afternoon . first rehearsal this ( extremely talented ) singer - songwriter today . wish luck
surprise,' ve just buy ticket see late show gad elmaleh . ' m happyyyy http : //bit.ly / ygpdd
neutral,@ iamlauren its never - end
neutral,"http : //twitpic.com/4iw0x @ jerrykontur @ rvitek @ carolwingert @ weidle @ joereist thx all 's 3k capacity , buy second hand"
neutral,t - bone 's go sleep ... think we be go to join he
worry,@ joestain 's great hear !
happiness,day day shred day special challenge ... feel fantastic .
neutral,"zen - relate stuff : & quot ; go flow . & quot ; very easy accomplish start rain , rain will flush away"
happiness,@ catephoenix ' m think deserve an award . big shiny one .
neutral,@ danabrunetti will give direction from hjaia covington
worry,watch child . really should be study . will start soon : [
neutral,@ nakedxa ok .. take care
neutral,just complete button hunt
relief,good evening . enjoy vacation eventhough boring . pray david cook 's brother . rip .
worry,learn school now ...
worry,@ kittyfisher be they both still talk then ?
happiness,"@ wanderinghope hehe , thank ! have everyone class laugh too ."
hate,@ stanleyyork case .. 's stupid move think they be be b - a
enthusiasm,"@ c1ndyy yeah , be good ! if be not go use , give ! want watch star trek"
love,@ nalora good morning 's raining here .
happiness,"miss husband , but be nice wake up parent ' house . dog be ecstatic"
neutral,@ markismuse always appreciate your & quot ; musing . & quot ;
hate,"about go school help mother set up teacher appreciation week . how ironic , natalee ? !"
neutral,"@ miss_anekie ok darl , will suggest mua ( tracie weaver ) , as she will be make decision"
love,@ thiagoacquaviva be such sappy little fellow ! thank all well wish . will need they . after today one more exam .
